Befehl:,soll SKR03,haben SKR03,profit center, ,Betreff,Betrag (brutto),"Zuordnung
Mnt",Buchungstag Wertstellung,"0,00 €",grün ist okay,BW,AN,RW,JM,KR,IK,SR,Extern,Rest
SV-Beitrag,,,BW,,Apr. 2019 | KKH,"1.365,15 €",2019-04,26.04.2019,"170.545,63 €",,,,,,,,,,
SV-Beitrag,,,KR,,Apr. 2019 | Techniker - anteilig,"2.004,28 €",2019-04,26.04.2019,"168.541,35 €",,,,,,,,,,
SV-Beitrag,,,IK,,Apr. 2019 | Techniker - anteilig,"1.301,92 €",2019-04,26.04.2019,"167.239,43 €",,,,,,,,,,
SV-Beitrag,,,AB,,Apr. 2019 | DAK ,"1.619,28 €",2019-04,26.04.2019,"165.620,15 €",,,,,,,,,,
Gehalt,,,BW,,Gehalt 2019-04,"3.870,84 €",2019-04,29.04.2019,"161.749,31 €",,,,,,,,,,
Gehalt,,,KR,,Gehalt 2019-04,"14.567,74 €",2019-04,29.04.2019,"147.181,57 €",,,,,,,,,,
Gehalt,,,IK,,Gehalt 2019-04,"3.250,50 €",2019-04,29.04.2019,"143.931,07 €",,,,,,,,,,
Gehalt,,,AB,,Gehalt 2019-04,"2.350,10 €",2019-04,29.04.2019,"141.580,97 €","141.580,97 €",,,,,,,,,
ER,,,K,,Belegabrechnung | Ben | 20190420_k_Arbeitsmaterial_BW,"22,05 €",2019-04,30.04.2019,"141.558,92 €",,,,,,,,,,
ER,,,BW,10127-10009_CEWE_Agiler Wandel,Belegabrechnung | Ben | 20190423_k_cewe_Agiler-Wandel_BW,"156,00 €",2019-04,30.04.2019,"141.402,92 €",,,,,,,,,,
ER,,,K,EWE Katja,Belegabrechnung | Katja | 20190425_rka-kr-EWE,"320,20 €",2019-04,30.04.2019,"141.082,72 €",,,,,,,,,,
ER,,,K,,Belegabrechnung | Ben | Time Timer,"97,80 €",2019-04,30.04.2019,"140.984,92 €",,,,,,,,,,
ER,,,K,,Apr. 2019 | Kontoführung ,"22,42 €",2019-04,30.04.2019,"140.962,50 €",,,,,,,,,,
AR,,,"KR, JM",10104-10034_EWE_VertriebsplatformGeschäftskunden ,RG Mrz. | Inga & Katja | Rechnung-2019-04-03-10332-10056,"17.753,31 €",2019-03,02.05.2019,"158.715,81 €",,,,,,"568,75 €",,,"14.350,00 €","0,00 €"
ER,,,K,,Mai 2019 | Signal Iduna | Pensionskasse Ingo,"200,00 €",2019-05,02.05.2019,"158.515,81 €",,,,,,,,,,
ER,,,K,,Mai 2019 | Lebensversicherung,"100,00 €",2019-05,02.05.2019,"158.415,81 €",,,,,,,,,,
ER,,,K,,Apr. 2019 | Würtembergische - Haftpflicht,"564,51 €",2019-04,03.05.2019,"157.851,30 €",,,,,,,,,,
ER,,,K,,RG Mai | Raummiete Mindspace | Ausgangsrechnung 201903116,"2.975,00 €",2019-05,06.05.2019,"154.876,30 €",,,,,,,,,,
ER,,,K,,RG Apr. | Credits Mindspace | Ausgangsrechnung 201903117,"380,80 €",2019-04,06.05.2019,"154.495,50 €","154.495,50 €",,,,,,,,,
ER,,,AN,,Belegabrechnung | Anke | 2019-04 Belegabrechnung AN - Belege 2018,"199,00 €",2019-03,06.05.2019,"154.296,50 €",,,,,,,,,,
ER,,,K,,Belegabrechnung | Anke | 20190409 - Forschungsprojekt HdM - reisekosten AN,"136,39 €",2019-04,06.05.2019,"154.160,11 €",,,,,,,,,,
ER,,,K,Katja EWE,Belegabrechnung | Katja | 20190430_rka-kr-EWE,"204,80 €",2019-04,06.05.2019,"153.955,31 €",,,,,,,,,,
ER,,,IK,10127-10009_CEWE_Agiler Wandel,Belegabrechnung | Ingo | Abrechnung_325185_IngoVonKomrowski,"349,60 €",2019-04,06.05.2019,"153.605,71 €",,,,,,,,,,
ER,,,K,,Belegabrechnung | Ingo | Abrechnung_325186_IngoVonKomrowski,"39,06 €",2019-04,06.05.2019,"153.566,65 €",,,,,,,,,,
ER,,,IK,10127-10009_CEWE_Agiler Wandel,Belegabrechnung | Ingo | Abrechnung_326508_IngoVonKomrowski,"393,60 €",2019-04,06.05.2019,"153.173,05 €",,,,,,,,,,
ER,,,IK,10127-10009_CEWE_Agiler Wandel,Belegabrechnung | Ingo | Abrechnung_332204_IngoVonKomrowski,"393,60 €",2019-04,06.05.2019,"152.779,45 €",,,,,,,,,,
ER,,,IK,10127-10009_CEWE_Agiler Wandel,Belegabrechnung | Ingo | Abrechnung_332206_IngoVonKomrowski,"349,60 €",2019-04,06.05.2019,"152.429,85 €",,,,,,,,,,
ER,,,K,,RG Mai | Mite | 201905-28399-416064,"30,00 €",2019-05,07.05.2019,"152.399,85 €",,,,,,,,,,
ER,,,K,,RG Apr. | Thiemer & Ralf | Re. Nr. 10746-019 - Bundesanzeiger ,"188,62 €",2019-04,07.05.2019,"152.211,23 €","152.211,23 €",,,,,,,,,
ER,,,K,,RG Apr. | Kauf TimeTimer ,"97,80 €",2019-04,08.05.2019,"152.113,43 €",,,,,,,,,,
AR,,,KR,10111-10034_EWE_ScrumMaster_TeamPearl,RG Apr. | Katja | Rechnung-2019-04-09-10337-10034,"19.047,44 €",2019-03,09.05.2019,"171.160,87 €",,,,,,"13.406,25 €",,,,"2.600,00 €"
ER,,,K,10126-10003_HB_KundenBanking,Apr. 2019 | Oliver Zeigermann | Rechnung 19/06,"1.523,20 €",2019-04,10.05.2019,"169.637,67 €",,,,,,,,,,
ER,,,BW,10127-10009_CEWE_Agiler Wandel,Belegabrechnung | Ben | 20190429_k_cewe_Agiler-Wandel_BW,"49,00 €",2019-04,10.05.2019,"169.588,67 €",,,,,,,,,,
ER,,,BW,10127-10009_CEWE_Agiler Wandel,Belegabrechnung | Ben | 20190430_k_cewe_Agiler-Wandel_BW,"51,00 €",2019-04,10.05.2019,"169.537,67 €",,,,,,,,,,
ER,,,BW,10127-10009_CEWE_Agiler Wandel,Belegabrechnung | Ben | 20190502_k_cewe_Agiler-Wandel_BW,"49,00 €",2019-05,10.05.2019,"169.488,67 €",,,,,,,,,,
ER,,,AN,,Belegabrechnung | Anke | 20190508 - republica + Forschungsprojekt HdM,"331,61 €",2019-05,10.05.2019,"169.157,06 €","169.157,06 €",,,,,,,,,
ER,,,K,,RG Apr. | gesetzl. Unfallversicherung VBG | 20192819834,"481,41 €",2019-04,13.05.2019,"168.675,65 €",,,,,,,,,,
AR,,,JM,Vermittlung superluminar zu Jungheinrich,RG Mrz. | Rechnung-2019-03-11-10323-10058,"2.499,00 €",2019-03,13.05.2019,"171.174,65 €",,,,,,,,,,"2.100,00 €"
ER,,,K,,Belegabrechnung Erstattung | Johannes | falsche Abrechnung,"-491,76 €",2019-03,14.05.2019,"171.666,41 €",,,,,,,,,,
ER,,,K,10125-10056_EWE_Stephan_Agile Coach Vertriebsplattform,RG Apr. | Stephan Kambor | 190404,"10.519,60 €",2019-04,14.05.2019,"161.146,81 €",,,,,,,,,,
ER,,,K,Katja EWE,Belegabrechnung | Katja | 20190510_rka-kr-EWE,"152,90 €",2019-05,14.05.2019,"160.993,91 €",,,,,,,,,,
ER,,,K,10094-10051_wemag_ScrumSchulung,Belegabrechnung | Katja | 20190510_rka-kr-wemag,"284,50 €",2019-05,14.05.2019,"160.709,41 €",,,,,,,,,,
ER,,,K,,Belegabrechnung | Johannes | Verpflegung Offsite,"245,88 €",2019-03,14.05.2019,"160.463,53 €","160.463,53 €",,,,,,,,,
ER,,,AB,,RG Mai | Anna | B.O.C Dienstfahrrad - Rechnung Nr. 2784-19,"2.715,40 €",2019-05,14.05.2019,"157.748,13 €",,,,,,,,,,
ER,,,K,10068-10003_HB_mobileApp,RG Apr. | Norman Holz | 20190503-69,"10.710,00 €",2019-04,15.05.2019,"147.038,13 €",,,,,,,,,,
ER,,,K,10126-10003_HB_KundenBanking,RG Apr. | Jost Künzel | RE-201905-005,"6.664,00 €",2019-04,15.05.2019,"140.374,13 €",,,,,,,,,,
ER,,,K,10116-10003_HB_CloudStrategie,RG Apr. | Joris Schoor | Rechnungsnr. 19,"22.467,20 €",2019-04,15.05.2019,"117.906,93 €",,,,,,,,,,
ER,,,K,10106-10053_Edeka_EntwicklungsunterstützungE-Commerce,RG Apr. | José Mejia Villar | 04-2019,"18.771,06 €",2019-04,15.05.2019,"99.135,87 €",,,,,,,,,,
ER,,,K,10116-10003_HB_CloudStrategie,RG Apr. | Marcel Böttcher | Rechnung 328,"23.657,20 €",2019-04,15.05.2019,"75.478,67 €",,,,,,,,,,
AR,,,K,10068-10003_HB_mobileApp,RG Apr. | Norman Holz | Rechnung-2019-05-08-10347-10003,"12.197,50 €",2019-04,15.05.2019,"87.676,17 €",,,,,,,,,"10.250,00 €","0,00 €"
LNSteuer,,,BW,,Apr. 2019 | Lohnsteuer ,"1.466,71 €",2019-04,15.05.2019,"86.209,46 €",,,,,,,,,,
LNSteuer,,,KR,,Apr. 2019 | Lohnsteuer ,"10.076,20 €",2019-04,15.05.2019,"76.133,26 €",,,,,,,,,,
LNSteuer,,,IK,,Apr. 2019 | Lohnsteuer ,"1.282,46 €",2019-04,15.05.2019,"74.850,80 €",,,,,,,,,,
LNSteuer,,,AB,,Apr. 2019 | Lohnsteuer ,"645,20 €",2019-04,15.05.2019,"74.205,60 €",,,,,,,,,,
UstVZ,,,K,,Umsatzst. Mrz. | Steuerkasse Hamburg | STEUERNR 046/638/02084,"11.953,33 €",2019-03,15.05.2019,"62.252,27 €",,,,,,,,,,
SV-Beitrag,,,IK,,anteilig Techniker Krankenkasse BNR: 93525026 B5640518130 Beitraege 03/19,"832,63 €",2019-04,15.05.2019,"61.419,64 €",,,,,,,,,,
SV-Beitrag,,,KR,,anteilig Techniker Krankenkasse BNR: 93525026 B5640518130 Beitraege 03/19,"843,98 €",2019-04,15.05.2019,"60.575,66 €",,,,,,,,,,
ER,,,K,,Rundfunkgebühr | 04.2019 - 06.2019 Beitragsnr. 644272921,"17,49 €",2019-04,15.05.2019,"60.558,17 €","60.558,17 €",,,,,,,,,
ER,,,K,10104-10034_EWE_VertriebsplatformGeschäftskunden ,RG Apr. | Inga Skowranek | Rechnung Nr. 2019_004,"6.854,40 €",2014-04,16.05.2019,"53.703,77 €",,,,,,,,,,
ER,,,K,,RG Apr. | hauptsache.net | 11281-19,"386,75 €",2019-04,17.05.2019,"53.317,02 €",,,,,,,,,,
AR,,,JM,,RG Mai | Johannes | ObjektSpektrum - Rechnung-2019-05-08-10342-10010,"892,50 €",2019-05,17.05.2019,"54.209,52 €",,,,,"750,00 €",,,,,"0,00 €"
AR,,,JM,10116-10003_HB_CloudStrategie,"RG Mrz. | Johannes, Marcel & Joris | Rechnung-2019-04-08-10336-10003","43.092,88 €",2019-03,17.05.2019,"97.302,40 €",,,,,"1.012,50 €",,,,"28.160,00 €","7.040,00 €"
AR,,,JM,10126-10003_HB_KundenBanking,"RG Apr. | Jost, Jan & | Rechnung 2019-05-09-10349-10003","11.840,50 €",2019-04,17.05.2019,"109.142,90 €",,,,,,,,,"7.960,00 €","1.990,00 €"
ER,,,BW,,RG Apr. | Ben | Telekom_Rechnung_23489544012641,"79,88 €",2019-04,20.05.2019,"109.063,02 €",,,,,,,,,,
ER,,,AN,,RG Apr. | Anke | Telekom_Rechnung_23494615012641,"61,08 €",2019-04,20.05.2019,"109.001,94 €",,,,,,,,,,
ER,,,K,10045-10029_Kanban_EC-IT,RG Apr. | sitegeist | M-RG-11338,"362,59 €",2019-04,20.05.2019,"108.639,35 €",,,,,,,,,,
AR,,,"JM, AN",10080-10040_WWK/Intersoft Agile Begleitung,RG Apr. | Johannes & Anke | Rechnung-2019-05-08-10343-10021,"4.685,63 €",2019-04,20.05.2019,"113.324,98 €",,,"2.587,50 €",,"1.350,00 €",,,,,"0,00 €"
GWSteuer,,,K,,STEUERNR 046/638/02084 GEW. ST 2VJ.19,"26.282,00 €",2019-05,20.05.2019,"87.042,98 €","87.042,98 €",,,,,,,,,
AR,,,"JM, AN",10106-10053_Edeka_EntwicklungsunterstützungE-Commerce,RG Apr. | José Mejia Villar | Rechnung-2019-05-09-10348-10053,"23.463,83 €",2019-04,20.05.2019,"110.506,81 €",,,,,,,,,"15.774,00 €","3.943,50 €"
ER,,,AB,,Gutschrift Mai | Krankschreibung Anna,"-350,00 €",2019-05,20.05.2019,"110.856,81 €",,,,,,,,,,
ER,,,K,10126-10003_HB_KundenBanking,RG Apr. | Jan Schluenzen | rechnung-2019007,"1.285,20 €",2019-04,22.05.2019,"109.571,61 €",,,,,,,,,,
ER,,,K,10125-10056_EWE_Stephan_Agile Coach Vertriebsplattform,RG Mai | Stephan Kambor | Rechnung Nr. 190502,"4.890,90 €",2019-05,22.05.2019,"104.680,71 €",,,,,,,,,,
ER,,,K,,Apr. 2019 | Kreditkartenabrechnung ,"267,26 €",2019-04,22.05.2019,"104.413,45 €",,,,,,,,,,
ER,,,BW,10127-10009_CEWE_Agiler Wandel,Belegabrechnung | Ben | 20190507_k_cewe_Agiler-Wandel_BW,"118,00 €",2019-05,22.05.2019,"104.295,45 €",,,,,,,,,,
ER,,,BW,10127-10009_CEWE_Agiler Wandel,Belegabrechnung | Ben | 20190514_k_cewe_Agiler-Wandel_BW,"213,70 €",2019-05,22.05.2019,"104.081,75 €",,,,,,,,,,
ER,,,K,10111-10034_EWE_ScrumMaster_TeamPearl,Belegabrechnung | Katja | 20190516_rka-kr-EWE,"428,40 €",2019-05,22.05.2019,"103.653,35 €","103.653,35 €",,,,,,,,,
ER,,,JM,,RG Apr. | Johannes | congstar ,"31,88 €",2019-04,23.05.2019,"103.621,47 €",,,,,,,,,,
ER,,,K,,RG Mai | Kurkuma Kochschule | 200001562,"130,00 €",2019-05,23.05.2019,"103.491,47 €",,,,,,,,,,
IS,,,JM,,Interne Stunden - Feb. 2019,"2.325,00 €",2019-02,23.05.2019,"103.491,47 €",,,,,,,,,,
IS,,,AN,,Interne Stunden - Feb. 2019,"4.500,00 €",2019-02,23.05.2019,"103.491,47 €",,,,,,,,,,
IS,,,JM,,Interne Stunden - Mrz. 2019,"6.325,00 €",2019-03,23.05.2019,"103.491,47 €",,,,,,,,,,
IS,,,AN,,Interne Stunden - Mrz. 2019,"5.162,50 €",2019-03,23.05.2019,"103.491,47 €",,,,,,,,,,
IS,,,JM,,Interne Stunden - Apr. 2019,"4.150,00 €",2019-04,23.05.2019,"103.491,47 €",,,,,,,,,,
IS,,,AN,,Interne Stunden - Apr. 2019,"3.975,00 €",2019-04,23.05.2019,"103.491,47 €",,,,,,,,,,
ER,,,K ,10116-10003_HB_CloudStrategie,RG Mai | Marcel Böttcher | Rechnung 329,"3.189,20 €",2019-05,24.05.2019,"100.302,27 €","100.302,27 €",,,,,,,,,
ER,,,K,,RG Mai | Oberhafenkantine | Michael Darsow Essen,"84,42 €",2019-05,24.05.2019,"100.217,85 €",,,,,,,,,,
ER,,,K,10104-10034_EWE_VertriebsplatformGeschäftskunden ,RG Mai | Inga Skowranek | Rechnungsnummer 2019_005,"2.741,76 €",2019-05,27.05.2019,"97.476,09 €",,,,,,,,,,
ER,,,K,10116-10003_HB_CloudStrategie,RG Mai | Joris Schoor | Rechnungsnr. 20,"1.618,40 €",2019-05,27.05.2019,"95.857,69 €",,,,,,,,,,
ER,,,JM,,RG Mai | 1und1 | RG-Nr. 1 50539901068,"29,99 €",2019-05,27.05.2019,"95.827,70 €",,,,,,,,,,
Gehalt,,,BW,,Gehalt 2019-05,"3.870,84 €",2019-05,28.05.2019,"91.956,86 €",,,,,,,,,,
Gehalt,,,KR,,Gehalt 2019-05,"12.668,20 €",2019-05,28.05.2019,"79.288,66 €",,,,,,,,,,
Gehalt,,,IK,,Gehalt 2019-05,"8.056,76 €",2019-05,28.05.2019,"71.231,90 €",,,,,,,,,,
Gehalt,,,AB,,Gehalt 2019-05,"2.350,10 €",2019-05,28.05.2019,"68.881,80 €",,,,,,,,,,
SV-Beitrag,,,BW,,Mai 2019 | KKH,"1.365,15 €",2019-05,28.05.2019,"67.516,65 €",,,,,,,,,,
SV-Beitrag,,,KR,,Mai 2019 | Techniker - anteilig,"1.559,92 €",2019-05,28.05.2019,"65.956,73 €",,,,,,,,,,
SV-Beitrag,,,IK,,Mai 2019 | Techniker - anteilig,"2.536,62 €",2019-05,28.05.2019,"63.420,11 €",,,,,,,,,,
SV-Beitrag,,,AB,,Mai 2019 | DAK ,"1.619,28 €",2019-05,28.05.2019,"61.800,83 €","61.800,83 €",,,,,,,,,
ER,,,K,,RG Mai | spigate | Aufladen Guthaben,"50,00 €",2019-05,29.05.2019,"61.750,83 €",,,,,,,,,,
ER,,,AN,,RG Mai | wolkesicher ,"4,99 €",2019-05,29.05.2019,"61.745,84 €",,,,,,,,,,
AR,,,JM,10116-10003_HB_CloudStrategie,"RG Apr. & Mai | Johannes, Joris, Marcel | Rechnung-2019-05-14-10351-10003","71.965,25 €",2019-04,31.05.2019,"133.711,09 €",,,,,"6.975,00 €",,,,"53.500,00 €","0,00 €"
ER,,,K,,Juni 2019 | Lebensversicherung Ingo,"100,00 €",2019-06,31.05.2019,"133.611,09 €",,,,,,,,,,
ER,,,K,,Mai 2019 | Kontoführung,"21,85 €",2019-05,31.05.2019,"133.589,24 €",,,,,,,,,,
ER,,,K,10111-10034_EWE_ScrumMaster_TeamPearl,Belegabrechnung | Katja | 20190524_rka-kr-EWE,"320,20 €",2019-05,03.06.2019,"133.269,04 €",,,,,,,,,,
ER,,,K,10111-10034_EWE_ScrumMaster_TeamPearl,Belegabrechnung | Katja | 20190529_rka-kr-EWE,"313,00 €",2019-05,03.06.2019,"132.956,04 €",,,,,,,,,,
ER,,,AN,,RG Mai | Abo t3n Magazin ,"35,00 €",2019-05,03.06.2019,"132.921,04 €",,,,,,,,,,
ER,,,K,,RG Apr. | Schnittker Möllmann Partners | RG 20190956,"2.522,80 €",2019-04,03.06.2019,"130.398,24 €","130.398,24 €",,,,,,,,,
ER,,,K,,Juni 2019 | Signal Iduna | Pensionskasse Ingo,"200,00 €",2019-06,04.06.2019,"130.198,24 €",,,,,,,,,,
ER,,,IK,10127-10009_CEWE_Agiler Wandel,Belegabrechnung | Ingo | Abrechnung_334815,"218,80 €",2019-05,05.06.2019,"129.979,44 €",,,,,,,,,,
ER,,,K,10094-10051_wemag_ScrumSchulung,Belegabrechnung | Ingo | Abrechnung_334818,"232,60 €",2019-05,05.06.2019,"129.746,84 €",,,,,,,,,,
ER,,,K,,Belegabrechnung | Ingo | Abrechnung_336248,"42,45 €",2019-05,05.06.2019,"129.704,39 €",,,,,,,,,,
ER,,,IK,10127-10009_CEWE_Agiler Wandel,Belegabrechnung | Ingo | Abrechnung_336262,"417,60 €",2019-05,05.06.2019,"129.286,79 €",,,,,,,,,,
ER,,,IK,10127-10009_CEWE_Agiler Wandel,Belegabrechnung | Ingo | Abrechnung_341815,"393,60 €",2019-05,05.06.2019,"128.893,19 €",,,,,,,,,,
ER,,,IK,10127-10009_CEWE_Agiler Wandel,Belegabrechnung | Ingo | Abrechnung_341819,"393,60 €",2019-05,05.06.2019,"128.499,59 €","128.499,59 €",,,,,,,,,
ER,,,K,,RG Juni | mite | 201906-28399-420295,"30,00 €",2019-06,06.06.2019,"128.469,59 €",,,,,,,,,,
AR,,,"KR, JM",10104-10034_EWE_VertriebsplatformGeschäftskunden ,RG Apr. | Inga | Rechnung-2019-05-08-10344-10056,"8.270,50 €",2019-04,06.06.2019,"136.740,09 €",,,,,,,,,"6.950,00 €","0,00 €"
AR,,,"KR, BW",10125-10056_EWE_Stephan_Agile Coach Vertriebsplattform,RG Apr. | Stephan Kambor | Rechnung-2019-05-08-10346-10056,"12.697,30 €",2019-04,06.06.2019,"149.437,39 €",,,,,,,,,"8.840,00 €","1.830,00 €"
ER,,,K,,RG Juni | Raummiete Mindspace | Ausgangsrechnung 201903843,"2.975,00 €",2019-06,06.06.2019,"146.462,39 €",,,,,,,,,,
GV,,,AN,,Ekst. Vorrauszahlung | Quartal II 2019,"9.900,00 €",2019-06,06.06.2019,"136.562,39 €","136.562,39 €",,,,,,,,,
AR,,,KR,10111-10034_EWE_ScrumMaster_TeamPearl,RG Apr. | Katja | Rechnung-2019-05-08-10345-10034,"28.210,44 €",2019-04,07.06.2019,"164.772,83 €",,,,,,"19.906,25 €",,,,"3.800,00 €"
ER,,,K,,Jahresabschluss 2017 | Thiemer&Ralf | Nr. 10746-017,"543,00 €",2019-02,11.06.2019,"164.229,83 €",,,,,,,,,,
ER,,,K,,Jahresabschluss 2017 | Thiemer&Ralf | Nr. 10746-018,"325,70 €",2019-02,11.06.2019,"163.904,13 €",,,,,,,,,,
ER,,,K,,Jahresabschluss 2017 | Thiemer&Ralf | Nr. 10746-017,"-543,00 €",2019-02,13.06.2019,"164.447,13 €",,,,,,,,,,
ER,,,K,,Jahresabschluss 2017 | Thiemer&Ralf | Nr. 10746-018,"-325,70 €",2019-02,13.06.2019,"164.772,83 €",,,,,,,,,,
ER,,,K,,RG Apr. | Thiemer & Ralf | Re. Nr. 10746-019 - Bundesanzeiger ,"-188,62 €",2019-04,13.06.2019,"164.961,45 €","164.961,45 €",,,,,,,,,
AR,,,"JM, BW, IK",10127-10009_CEWE_Agiler Wandel,RG Apr. | Ben & Ingo | Rechnung 2019-05-10-10350-10009,"41.700,04 €",2019-04,14.06.2019,"206.661,49 €",,"17.735,80 €",,,,,"17.306,25 €",,,"0,00 €"
LNSteuer,,,BW,,Mai 2019 | Lohnsteuer ,"1.466,71 €",2019-05,14.06.2019,"205.194,78 €",,,,,,,,,,
LNSteuer,,,KR,,Mai 2019 | Lohnsteuer ,"8.859,79 €",2019-05,14.06.2019,"196.334,99 €",,,,,,,,,,
LNSteuer,,,IK,,Mai 2019 | Lohnsteuer ,"5.077,29 €",2019-05,14.06.2019,"191.257,70 €",,,,,,,,,,
LNSteuer,,,AB,,Mai 2019 | Lohnsteuer ,"645,20 €",2019-05,14.06.2019,"190.612,50 €",,,,,,,,,,
ER,,,BW,10127-10009_CEWE_Agiler Wandel,Belegabrechnung | Ben | 20190522_k_cewe_Agiler-Wandel_BW,"51,00 €",2019-05,14.06.2019,"190.561,50 €",,,,,,,,,,
ER,,,BW,10127-10009_CEWE_Agiler Wandel,Belegabrechnung | Ben | 20190529_k_cewe_Agiler-Wandel_BW,"68,50 €",2019-05,14.06.2019,"190.493,00 €",,,,,,,,,,
ER,,,BW,10127-10009_CEWE_Agiler Wandel,Belegabrechnung | Ben | 20190605_k_cewe_Agiler-Wandel_BW,"49,00 €",2019-06,14.06.2019,"190.444,00 €",,,,,,,,,,
ER,,,K,,Belegabrechnung | Ingo | Material - Abrechnung_344533_2019-06-13-1650,"12,41 €",2019-04,14.06.2019,"190.431,59 €","190.431,59 €",,,,,,,,,
ER,,,K,10126-10003_HB_KundenBanking,RG Mai | Jost Künzel | RE-201905-006,"9.401,00 €",2019-05,17.06.2019,"181.030,59 €",,,,,,,,,,
ER,,,K,10128-10003_HB_mobileApp,RG Mai | Norman Holz | R-20190602-72,"12.209,40 €",2019-05,17.06.2019,"168.821,19 €",,,,,,,,,,
ER,,,BW,,RG Mai | Telekom | 23598180012641,"79,88 €",2019-05,17.06.2019,"168.741,31 €",,,,,,,,,,
ER,,,AN,,RG Mai | Telekom | 23603513012641,"59,89 €",2019-05,17.06.2019,"168.681,42 €",,,,,,,,,,
SV-Beitrag,,,IK,,anteilig Techniker Krankenkasse BNR: 93525026 B5640518130 Beitraege 02/19,"832,63 €",2019-05,17.06.2019,"167.848,79 €",,,,,,,,,,
SV-Beitrag,,,KR,,anteilig Techniker Krankenkasse BNR: 93525026 B5640518130 Beitraege 02/19,"843,98 €",2019-05,17.06.2019,"167.004,81 €",,,,,,,,,,
UstVZ,,,K,,STEUERNR 046/638/02084 UMS. ST APR.19,"18.819,04 €",2019-04,17.06.2019,"148.185,77 €",,,,,,,,,,
SKR03,970,4120,KR,,Rückstellung auflösen - Katjas Bonus2018- Teil 1,"20.000,00 €",2019-04,17.06.2019,"148.185,77 €",,,,,,,,,,
SKR03,970,4120,KR,,Rückstellung auflösen - Katjas Bonus2018- Teil 2,"16.662,50 €",2019-05,17.06.2019,"148.185,77 €",,,,,,,,,,
SKR03,970,4120,IK,,Rückstellung auflösen - Ingos Bonus2018,"9.216,69 €",2019-05,17.06.2019,"148.185,77 €",,,,,,,,,,
AR,,,"JM, AN",10106-10053_Edeka_EntwicklungsunterstützungE-Commerce,RG Mai | José Mejía Villar | Rechnung-2019-06-05-10356-10053,"24.707,38 €",2019-05,17.06.2019,"172.893,15 €",,,,,,,,,"20.762,50 €","0,00 €"
ER,,,K,10126-10003_HB_KundenBanking,RG Mai | Jan Schluenzen | Rechnung 2019009,"642,60 €",2019-05,18.06.2019,"172.250,55 €",,,,,,,,,,
ER,,,K,10106-10053_Edeka_EntwicklungsunterstützungE-Commerce,RG Mai | José Mejía Villar | Rechnung 05-2019,"19.765,90 €",2019-05,18.06.2019,"152.484,65 €",,,,,,,,,,
AR,,,JM,10126-10003_HB_KundenBanking,RG Mai | Jost Künzel & Jan Schluenzen | Rechnung-2019-06-05-10355-10003,"12.554,50 €",2019-05,18.06.2019,"165.039,15 €","165.039,15 €",,,,,,,,"10.550,00 €","0,00 €"
AR,,,BW,10045-10029_Kanban_EC-IT,RG Mrz. | Catering sitegeist | Rechnung-2019-04-12-10341-10029,"155,94 €",2019-03,19.06.2019,"165.195,09 €",,,,,,,,,"136,50 €","-5,46 €"
ER,,,K,,Belegabrechnung | Anna | Erstattung Ärtzliches Attest,"5,00 €",2019-05,19.06.2019,"165.190,09 €",,,,,,,,,,
ER,,,K,,Belegabrechnung | Anke | 2019-05 Belegabrechnung AN ,"83,00 €",2019-05,19.06.2019,"165.107,09 €",,,,,,,,,,
AR,,,KR,10111-10034_EWE_ScrumMaster_TeamPearl,RG Mai | Katja | Rechnung-2019-06-06-10358-10034,"20.981,19 €",2019-05,20.06.2019,"186.088,28 €",,,,,,"15.031,25 €",,,,"2.600,00 €"
ER,,,K,10133-10040_Intersoft_Marcel_Architekturberatung,RG Mai | Marcel Böttcher | RG Nr. 330,"7.806,40 €",2019-05,21.06.2019,"178.281,88 €",,,,,,,,,,
ER,,,K,10107-10040_Intersoft,RG Mai | Marcel Böttcher | RG Nr. 330,"2.094,40 €",2019-05,21.06.2019,"176.187,48 €",,,,,,,,,,
ER,,,K,,RG Juni | Thiemer & Ralf | 10745-048,"541,45 €",2019-06,21.06.2019,"175.646,03 €","175.646,03 €",,,,,,,,,
ER,,,K,,Mai 2019 | Kreditkartenabrechnung,"307,70 €",2019-05,24.06.2019,"175.338,33 €",,,,,,,,,,
ER,,,JM,,RG Mai | congstar | RG Nr. 7273383369,"30,60 €",2019-05,25.06.2019,"175.307,73 €",,,,,,,,,,
ER,,,JM,,RG Juni | 1und1 | RG Nr. 150540410897,"29,99 €",2019-06,25.06.2019,"175.277,74 €",,,,,,,,,,
SV-Beitrag,,,BW,,Juni 2019 | KKH,"2.104,85 €",2019-06,26.06.2019,"173.172,89 €",,,,,,,,,,
SV-Beitrag,,,KR,,Juni 2019 | Techniker - anteilig,"1.351,19 €",2019-06,26.06.2019,"171.821,70 €",,,,,,,,,,
SV-Beitrag,,,IK,,Juni 2019 | Techniker - anteilig,"1.362,53 €",2019-06,26.06.2019,"170.459,17 €",,,,,,,,,,
SV-Beitrag,,,AB,,Juni 2019 | DAK ,"1.619,28 €",2019-06,26.06.2019,"168.839,89 €",,,,,,,,,,
AR,,,BW,10045-10029_Kanban_EC-IT,RG Mrz. | Catering sitegeist | Skonto zu Rechnung-2019-04-12-10341-10029,"6,50 €",2019-03,26.06.2019,"168.846,39 €",,,,,,,,,,
